id,N,D,C,I,K,P,S,APAAC3,APAAC4,APAAC5,_SolventAccessibilityC3,_ChargeC2,_ChargeC3,_PolarityC2,_NormalizedVDWVC1,_NormalizedVDWVC2,_HydrophobicityC2,_SolventAccessibilityT12,_ChargeT13,_ChargeT23,_PolarityT13,_NormalizedVDWVT23,_HydrophobicityT13,_PolarizabilityD2001,PAAC4,PAAC5,PAAC10,PAAC12,PAAC15,PAAC16,label
Negative_1135,5.773,5.773,3.166,3.352,1.862,7.263,7.263,5.06,5.06,2.775,0.289,0.801,0.112,0.328,0.417,0.339,0.391,0.228,0.019,0.172,0.218,0.181,0.166,0.745,2.968,1.628,1.723,0.957,3.734,3.734,0
Negative_75,3.279,4.554,1.639,4.918,5.1,5.282,7.104,1.668,2.317,0.834,0.257,0.84,0.08,0.332,0.393,0.372,0.383,0.195,0.02,0.122,0.159,0.164,0.141,0.546,2.453,0.883,2.649,2.747,2.845,3.826,0
Negative_22,0.0,3.681,4.294,1.227,3.067,15.337,8.589,0.0,4.012,4.68,0.35,0.816,0.08,0.423,0.503,0.282,0.491,0.21,0.025,0.123,0.142,0.142,0.13,1.84,1.965,2.292,0.655,1.637,8.186,4.584,0
Negative_1247,3.333,5.333,3.556,2.444,4.444,6.889,5.778,2.837,4.539,3.026,0.28,0.8,0.1,0.376,0.464,0.302,0.44,0.241,0.031,0.138,0.22,0.16,0.174,0.444,2.792,1.862,1.28,2.327,3.607,3.025,0
Positive_690,4.301,6.452,2.688,2.688,8.602,5.914,4.839,4.275,6.414,2.672,0.245,0.715,0.132,0.306,0.398,0.333,0.36,0.323,0.038,0.199,0.267,0.205,0.221,0.806,3.146,1.311,1.311,4.194,2.883,2.359,1
Positive_580,2.653,6.631,2.653,6.631,5.57,5.04,6.101,2.535,6.336,2.535,0.273,0.793,0.122,0.318,0.411,0.342,0.408,0.261,0.013,0.189,0.245,0.17,0.191,0.531,3.457,1.383,3.457,2.903,2.627,3.18,1
Negative_47,1.418,5.674,4.965,3.546,8.511,9.22,7.092,0.984,3.936,3.444,0.291,0.766,0.085,0.305,0.411,0.319,0.355,0.214,0.014,0.143,0.229,0.136,0.193,1.418,2.989,2.616,1.868,4.484,4.857,3.736,0
Positive_23,5.292,3.064,3.621,7.242,3.621,3.064,7.521,2.505,1.45,1.714,0.245,0.847,0.056,0.306,0.373,0.401,0.357,0.218,0.02,0.081,0.19,0.17,0.165,0.836,1.644,1.942,3.885,1.942,1.644,4.034,1
Negative_1088,2.19,0.73,2.19,2.19,2.19,7.299,8.759,2.48,0.827,2.48,0.255,0.818,0.088,0.431,0.46,0.372,0.467,0.25,0.007,0.14,0.191,0.118,0.169,1.46,0.381,1.142,1.142,1.142,3.806,4.567,0
Negative_543,2.614,2.614,2.614,3.922,5.882,9.804,7.19,2.177,2.177,2.177,0.444,0.882,0.033,0.379,0.431,0.275,0.503,0.145,0.007,0.059,0.184,0.171,0.086,2.614,1.525,1.525,2.288,3.431,5.719,4.194,0
Positive_341,5.172,4.885,0.0,8.333,6.609,4.598,7.184,5.728,5.41,0.0,0.233,0.802,0.101,0.284,0.333,0.417,0.356,0.265,0.023,0.15,0.242,0.196,0.187,0.575,2.47,0.0,4.213,3.342,2.325,3.632,1
Positive_998,3.39,8.192,3.107,4.52,5.65,3.955,5.085,3.956,9.559,3.625,0.229,0.768,0.116,0.291,0.404,0.311,0.381,0.295,0.025,0.184,0.255,0.147,0.181,1.13,3.914,1.485,2.16,2.7,1.89,2.43,1
Positive_1101,5.102,5.782,3.061,4.422,7.823,2.381,7.823,6.442,7.301,3.865,0.265,0.799,0.099,0.395,0.483,0.293,0.442,0.29,0.01,0.174,0.263,0.13,0.222,2.041,3.011,1.594,2.303,4.074,1.24,4.074,1
Positive_1026,6.557,8.197,1.639,3.279,7.104,1.639,6.557,5.808,7.26,1.452,0.251,0.721,0.169,0.23,0.328,0.393,0.333,0.286,0.049,0.258,0.308,0.269,0.247,4.372,4.201,0.84,1.681,3.641,0.84,3.361,1
Positive_142,3.307,3.502,1.946,9.533,3.113,5.447,8.171,1.657,1.755,0.975,0.282,0.872,0.07,0.354,0.409,0.374,0.401,0.138,0.016,0.092,0.123,0.15,0.111,0.584,1.982,1.101,5.395,1.762,3.083,4.624,1
Negative_1117,2.905,4.149,4.564,4.149,5.809,5.809,5.809,1.995,2.849,3.134,0.241,0.71,0.12,0.307,0.394,0.349,0.344,0.321,0.013,0.188,0.258,0.167,0.246,0.83,2.008,2.208,2.008,2.811,2.811,2.811,0
Positive_761,4.886,5.212,1.303,9.772,6.515,3.583,4.886,4.454,4.751,1.188,0.225,0.762,0.134,0.303,0.368,0.417,0.375,0.278,0.042,0.199,0.271,0.176,0.219,0.651,2.687,0.672,5.039,3.359,1.847,2.519,1
Negative_1229,3.633,5.545,3.059,4.015,3.824,5.545,5.545,3.56,5.434,2.998,0.233,0.803,0.103,0.377,0.463,0.335,0.426,0.249,0.019,0.161,0.197,0.136,0.159,0.574,2.879,1.588,2.085,1.986,2.879,2.879,0
Positive_957,0.897,2.691,0.448,2.691,0.448,3.139,5.381,0.761,2.282,0.38,0.247,0.839,0.094,0.354,0.386,0.359,0.422,0.212,0.009,0.153,0.18,0.194,0.14,0.897,1.305,0.217,1.305,0.217,1.523,2.61,1
Positive_192,3.609,8.28,1.274,6.794,7.431,5.308,7.219,3.549,8.142,1.253,0.263,0.749,0.134,0.31,0.406,0.318,0.365,0.277,0.036,0.185,0.245,0.157,0.211,0.425,4.199,0.646,3.445,3.769,2.692,3.661,1
Negative_805,4.187,2.956,0.985,3.941,5.419,9.36,10.345,4.328,3.055,1.018,0.392,0.857,0.064,0.419,0.458,0.315,0.493,0.193,0.01,0.109,0.17,0.141,0.146,0.985,1.682,0.561,2.243,3.084,5.326,5.887,0
Negative_1036,2.362,3.937,6.299,3.15,7.087,5.512,8.661,3.143,5.239,8.382,0.323,0.787,0.094,0.331,0.433,0.268,0.433,0.23,0.016,0.151,0.238,0.151,0.151,1.575,2.017,3.228,1.614,3.632,2.825,4.438,0
Positive_715,2.111,5.222,1.333,2.444,4.222,7.778,7.333,1.696,4.196,1.071,0.281,0.778,0.122,0.394,0.46,0.336,0.453,0.245,0.024,0.189,0.211,0.15,0.164,0.222,2.748,0.702,1.286,2.222,4.094,3.859,1
Positive_799,3.738,5.794,0.748,7.103,6.355,2.43,8.037,3.757,5.823,0.752,0.277,0.751,0.138,0.28,0.346,0.383,0.351,0.258,0.034,0.206,0.283,0.182,0.217,1.308,2.937,0.379,3.6,3.221,1.232,4.074,1
Positive_699,2.905,6.224,1.66,6.224,5.394,3.734,8.299,2.825,6.052,1.614,0.282,0.776,0.108,0.353,0.432,0.303,0.419,0.221,0.046,0.133,0.196,0.163,0.167,0.83,3.122,0.833,3.122,2.706,1.873,4.163,1
Negative_32,0.0,0.0,8.108,2.703,0.0,12.162,13.514,0.0,0.0,6.23,0.338,0.919,0.014,0.459,0.541,0.243,0.5,0.205,0.0,0.027,0.137,0.041,0.11,5.405,0.0,4.33,1.444,0.0,6.495,7.217,0
Negative_572,4.167,2.083,12.5,0.0,2.083,2.083,10.417,3.424,1.712,10.271,0.312,0.917,0.042,0.396,0.542,0.125,0.562,0.106,0.021,0.064,0.085,0.064,0.021,10.417,1.06,6.364,0.0,1.06,1.06,5.303,0
Negative_840,4.124,1.031,1.546,7.732,6.701,6.186,6.186,4.116,1.029,1.543,0.237,0.809,0.052,0.428,0.454,0.314,0.464,0.269,0.0,0.083,0.166,0.145,0.145,1.031,0.521,0.781,3.908,3.387,3.127,3.127,0
Positive_1001,3.546,5.802,1.37,5.157,3.948,5.882,12.49,3.02,4.942,1.167,0.308,0.763,0.159,0.338,0.41,0.388,0.387,0.228,0.031,0.225,0.218,0.148,0.186,0.161,3.083,0.728,2.741,2.098,3.126,6.638,1
Positive_5,2.468,4.113,0.64,4.845,1.92,7.404,5.576,1.694,2.824,0.439,0.247,0.856,0.062,0.432,0.48,0.327,0.469,0.189,0.01,0.105,0.14,0.116,0.113,0.183,2.143,0.333,2.524,1.0,3.857,2.905,1
Negative_841,2.344,5.469,1.562,5.469,4.688,3.906,7.812,1.324,3.089,0.882,0.242,0.703,0.086,0.266,0.336,0.305,0.312,0.299,0.024,0.102,0.299,0.228,0.268,4.688,2.404,0.686,2.404,2.06,1.717,3.433,0
Negative_807,0.575,5.172,1.149,2.874,0.575,5.172,5.172,0.641,5.766,1.281,0.195,0.73,0.155,0.368,0.431,0.345,0.408,0.324,0.035,0.243,0.208,0.179,0.168,3.448,2.338,0.519,1.299,0.26,2.338,2.338,0
Negative_165,1.695,1.695,3.39,2.542,3.39,11.017,5.932,1.253,1.253,2.506,0.271,0.856,0.051,0.458,0.508,0.305,0.466,0.179,0.034,0.068,0.094,0.154,0.077,1.695,0.887,1.775,1.331,1.775,5.767,3.105,0
Positive_472,3.693,3.693,2.557,10.227,5.682,2.841,9.659,1.737,1.737,1.203,0.267,0.835,0.077,0.287,0.349,0.384,0.366,0.185,0.02,0.117,0.174,0.211,0.123,0.568,1.983,1.373,5.492,3.051,1.526,5.187,1
Positive_30,3.178,3.364,2.804,4.486,5.234,4.86,5.794,3.728,3.946,3.289,0.207,0.793,0.097,0.383,0.445,0.336,0.419,0.266,0.024,0.14,0.182,0.159,0.165,0.748,1.686,1.405,2.248,2.623,2.435,2.903,1
Negative_1084,5.714,6.429,5.714,0.714,3.571,6.429,7.857,6.786,7.635,6.786,0.229,0.821,0.1,0.293,0.414,0.393,0.357,0.309,0.007,0.18,0.281,0.187,0.237,3.571,3.449,3.065,0.383,1.916,3.449,4.215,0
Negative_958,2.439,3.136,2.787,5.226,2.091,10.801,11.15,1.752,2.252,2.001,0.362,0.815,0.098,0.394,0.453,0.331,0.46,0.199,0.035,0.147,0.178,0.157,0.15,1.394,1.711,1.521,2.851,1.141,5.893,6.084,0
Positive_431,4.471,7.743,0.654,5.998,7.415,4.144,5.453,4.451,7.708,0.651,0.244,0.726,0.156,0.274,0.358,0.37,0.345,0.312,0.047,0.237,0.273,0.21,0.218,0.545,3.827,0.323,2.964,3.665,2.048,2.695,1
Negative_1030,1.846,4.308,3.846,5.231,2.769,4.462,10.0,1.006,2.348,2.096,0.252,0.831,0.082,0.372,0.454,0.302,0.425,0.194,0.022,0.114,0.179,0.156,0.139,1.385,2.277,2.033,2.764,1.463,2.358,5.285,0
Negative_590,2.395,5.988,1.796,5.988,4.192,4.192,10.18,1.93,4.825,1.447,0.293,0.85,0.084,0.311,0.389,0.413,0.365,0.205,0.006,0.151,0.253,0.163,0.205,3.593,3.304,0.991,3.304,2.313,2.313,5.617,0
Positive_630,3.556,5.556,1.778,4.444,4.444,5.333,5.556,4.078,6.372,2.039,0.233,0.791,0.111,0.313,0.387,0.378,0.387,0.278,0.02,0.171,0.227,0.169,0.18,1.111,2.838,0.908,2.27,2.27,2.724,2.838,1
Positive_822,3.368,5.424,2.056,5.381,5.818,4.768,6.912,2.833,4.562,1.729,0.246,0.741,0.137,0.279,0.353,0.379,0.342,0.281,0.022,0.203,0.271,0.206,0.225,0.131,2.697,1.022,2.676,2.893,2.371,3.437,1
Negative_1169,1.98,5.322,2.97,2.599,3.837,3.96,6.436,2.294,6.167,3.441,0.234,0.795,0.108,0.342,0.425,0.361,0.392,0.258,0.025,0.166,0.209,0.165,0.18,0.371,2.695,1.504,1.316,1.943,2.006,3.26,0
Positive_83,2.688,3.763,3.763,5.914,3.226,6.72,7.258,1.359,1.903,1.903,0.266,0.847,0.059,0.374,0.449,0.32,0.414,0.181,0.03,0.084,0.156,0.159,0.129,0.538,2.028,2.028,3.187,1.738,3.621,3.911,1
Negative_776,4.04,4.377,5.724,7.744,3.367,8.754,5.387,5.019,5.437,7.111,0.263,0.808,0.098,0.303,0.404,0.354,0.357,0.25,0.02,0.155,0.236,0.176,0.206,1.684,2.26,2.955,3.998,1.738,4.519,2.781,0
Negative_831,2.985,4.478,5.97,5.97,7.463,2.985,0.0,6.061,9.092,12.122,0.164,0.746,0.119,0.224,0.328,0.403,0.299,0.364,0.03,0.212,0.303,0.212,0.242,2.985,2.096,2.794,2.794,3.493,1.397,0.0,0
Negative_964,6.41,5.128,2.564,5.128,5.556,4.701,7.265,5.538,4.43,2.215,0.278,0.859,0.068,0.295,0.372,0.419,0.359,0.245,0.004,0.12,0.258,0.18,0.206,1.282,2.917,1.458,2.917,3.16,2.674,4.132,0
Positive_58,2.786,2.228,3.9,3.064,2.228,5.014,9.192,1.294,1.035,1.811,0.27,0.841,0.058,0.32,0.382,0.348,0.373,0.176,0.017,0.078,0.168,0.148,0.137,1.114,1.174,2.055,1.614,1.174,2.641,4.842,1
Positive_1033,3.731,1.493,1.493,7.463,5.97,2.985,4.478,2.076,0.831,0.831,0.239,0.784,0.104,0.269,0.299,0.47,0.328,0.226,0.023,0.158,0.241,0.248,0.203,2.985,0.795,0.795,3.973,3.178,1.589,2.384,1
Positive_471,5.189,3.774,1.887,4.245,6.604,5.189,8.962,3.9,2.837,1.418,0.255,0.778,0.113,0.321,0.377,0.406,0.344,0.27,0.038,0.161,0.237,0.204,0.223,0.943,2.044,1.022,2.299,3.577,2.811,4.854,1
Negative_178,2.979,2.979,3.83,2.128,3.404,10.213,8.085,2.114,2.114,2.718,0.306,0.834,0.055,0.404,0.472,0.302,0.451,0.184,0.013,0.098,0.141,0.137,0.124,1.277,1.56,2.006,1.114,1.783,5.348,4.234,0
Negative_355,1.98,4.455,2.97,0.495,1.98,4.95,4.95,1.191,2.681,1.787,0.134,0.688,0.173,0.342,0.416,0.401,0.347,0.338,0.05,0.204,0.234,0.214,0.229,0.99,2.102,1.401,0.234,0.934,2.335,2.335,0
Positive_687,3.673,6.395,3.265,5.714,6.803,5.442,6.803,3.897,6.785,3.464,0.256,0.762,0.124,0.287,0.384,0.367,0.341,0.294,0.03,0.199,0.286,0.177,0.244,0.544,3.257,1.663,2.91,3.465,2.772,3.465,1
Negative_1203,2.11,4.221,2.76,5.357,4.87,7.792,6.818,2.15,4.301,2.812,0.265,0.804,0.104,0.367,0.437,0.354,0.419,0.236,0.029,0.159,0.193,0.156,0.156,0.325,2.221,1.452,2.819,2.563,4.1,3.588,0
Negative_991,4.678,4.094,8.772,4.094,3.509,7.018,6.433,3.525,3.085,6.61,0.316,0.813,0.105,0.339,0.468,0.316,0.404,0.206,0.029,0.171,0.176,0.147,0.153,1.17,2.236,4.792,2.236,1.917,3.834,3.514,0
Negative_151,5.882,4.152,4.498,4.844,5.19,5.536,8.997,4.185,2.954,3.2,0.277,0.779,0.118,0.294,0.381,0.384,0.356,0.222,0.028,0.181,0.219,0.208,0.184,1.384,2.176,2.358,2.539,2.72,2.902,4.716,0
Negative_1313,1.786,0.0,3.571,7.143,3.571,7.143,14.286,0.9,0.0,1.799,0.393,0.893,0.071,0.357,0.393,0.357,0.411,0.145,0.036,0.109,0.145,0.182,0.127,5.357,0.0,2.1,4.201,2.1,4.201,8.402,0
Negative_599,3.657,4.782,3.376,4.501,3.516,6.751,6.61,3.644,4.765,3.364,0.295,0.812,0.097,0.326,0.408,0.347,0.394,0.221,0.02,0.161,0.211,0.159,0.165,0.422,2.473,1.746,2.328,1.819,3.492,3.419,0
Negative_138,0.0,1.562,9.375,6.25,7.812,10.938,3.125,0.0,0.723,4.338,0.266,0.859,0.016,0.328,0.438,0.266,0.375,0.095,0.0,0.032,0.143,0.222,0.095,4.688,0.863,5.18,3.453,4.316,6.043,1.727,0
Negative_454,3.448,2.586,8.621,1.724,6.034,6.034,8.621,3.204,2.403,8.012,0.362,0.845,0.06,0.319,0.431,0.284,0.422,0.139,0.0,0.122,0.217,0.148,0.13,8.621,1.468,4.892,0.978,3.424,3.424,4.892,0
Negative_131,2.247,4.494,1.124,1.966,2.809,8.708,6.461,1.074,2.148,0.537,0.256,0.725,0.135,0.407,0.463,0.295,0.444,0.262,0.054,0.189,0.141,0.115,0.124,1.124,2.177,0.545,0.953,1.361,4.219,3.131,0
Positive_565,5.441,7.129,0.094,5.441,9.662,2.627,8.912,4.4,5.765,0.076,0.269,0.73,0.142,0.302,0.374,0.363,0.363,0.262,0.046,0.208,0.233,0.176,0.188,0.188,3.642,0.048,2.779,4.936,1.342,4.553,1
Negative_198,6.604,4.717,3.774,2.83,4.717,11.321,13.208,3.636,2.597,2.078,0.425,0.849,0.066,0.349,0.434,0.274,0.387,0.114,0.0,0.095,0.162,0.19,0.133,3.774,2.662,2.13,1.597,2.662,6.388,7.453,0
Positive_1025,4.975,5.473,1.99,4.975,6.965,3.98,3.98,2.978,3.276,1.191,0.244,0.736,0.154,0.254,0.328,0.418,0.323,0.225,0.06,0.21,0.205,0.21,0.16,1.493,2.844,1.034,2.586,3.62,2.068,2.068,1
Negative_1287,2.469,1.235,4.938,9.877,14.815,6.173,7.407,2.186,1.093,4.372,0.21,0.728,0.086,0.259,0.321,0.432,0.284,0.312,0.013,0.113,0.35,0.237,0.312,2.469,0.633,2.532,5.064,7.596,3.165,3.798,0
Positive_404,4.385,5.847,2.192,4.629,6.09,6.577,6.943,3.715,4.953,1.857,0.298,0.762,0.129,0.323,0.403,0.35,0.386,0.227,0.039,0.183,0.223,0.18,0.179,0.244,3.024,1.134,2.394,3.149,3.401,3.59,1
Negative_876,4.301,6.452,0.0,4.301,3.226,9.677,10.753,1.981,2.972,0.0,0.301,0.774,0.075,0.366,0.43,0.269,0.409,0.261,0.0,0.13,0.185,0.13,0.152,2.151,3.071,0.0,2.047,1.535,4.605,5.118,0
Positive_879,2.857,3.333,2.857,6.667,7.143,3.81,10.0,2.431,2.837,2.431,0.276,0.762,0.114,0.262,0.324,0.386,0.333,0.249,0.024,0.177,0.268,0.22,0.234,1.905,1.713,1.469,3.427,3.672,1.959,5.141,1
Positive_793,3.38,2.584,1.392,3.579,3.38,6.163,5.368,4.602,3.518,1.895,0.245,0.799,0.087,0.288,0.328,0.398,0.35,0.295,0.016,0.151,0.273,0.235,0.221,0.596,1.271,0.685,1.761,1.663,3.032,2.641,1
Negative_1214,2.662,4.211,3.059,3.178,3.059,6.277,8.264,2.29,3.622,2.631,0.266,0.779,0.129,0.324,0.397,0.391,0.375,0.25,0.024,0.182,0.215,0.154,0.18,0.079,2.189,1.59,1.652,1.59,3.263,4.295,0
Negative_128,1.19,4.762,0.0,1.19,2.381,8.929,16.071,0.915,3.663,0.0,0.351,0.756,0.125,0.47,0.518,0.226,0.518,0.21,0.018,0.162,0.138,0.12,0.132,1.786,2.311,0.0,0.577,1.155,4.333,7.798,0
Negative_565,1.111,0.0,7.778,0.0,0.0,1.111,12.222,0.697,0.0,4.883,0.356,0.967,0.0,0.556,0.633,0.033,0.767,0.045,0.0,0.0,0.045,0.011,0.022,12.222,0.0,3.837,0.0,0.0,0.548,6.029,0
Positive_1174,5.012,5.728,2.148,4.773,12.649,5.489,3.103,2.704,3.09,1.159,0.21,0.706,0.143,0.282,0.36,0.375,0.315,0.282,0.033,0.206,0.254,0.182,0.22,0.716,3.011,1.129,2.509,6.648,2.885,1.631,1
Positive_1021,4.342,3.596,1.696,3.867,6.038,5.292,8.345,5.075,4.203,1.982,0.288,0.802,0.107,0.33,0.383,0.393,0.395,0.237,0.018,0.16,0.212,0.167,0.17,0.271,1.92,0.905,2.064,3.223,2.825,4.455,1
Positive_417,2.625,5.489,2.148,5.012,5.251,4.535,4.773,2.408,5.036,1.971,0.215,0.759,0.126,0.265,0.341,0.394,0.337,0.28,0.029,0.187,0.251,0.201,0.194,0.477,2.677,1.047,2.444,2.561,2.211,2.328,1
Positive_1068,3.593,6.287,2.096,5.09,6.287,4.491,9.581,4.306,7.534,2.512,0.29,0.772,0.12,0.296,0.38,0.338,0.347,0.252,0.024,0.204,0.234,0.171,0.213,0.599,3.187,1.063,2.58,3.187,2.277,4.857,1
Negative_248,3.987,4.153,1.993,3.654,3.654,9.635,8.804,3.199,3.332,1.599,0.287,0.816,0.085,0.412,0.473,0.311,0.458,0.221,0.027,0.136,0.166,0.14,0.141,0.498,2.204,1.057,1.939,1.939,5.112,4.671,0
Positive_689,3.883,7.767,3.236,4.207,3.883,4.207,4.854,4.433,8.866,3.694,0.252,0.754,0.142,0.262,0.372,0.359,0.346,0.292,0.036,0.224,0.279,0.198,0.218,0.971,3.814,1.589,2.066,1.907,2.066,2.384,1
Negative_1103,3.593,4.192,1.796,4.79,4.79,2.994,11.976,4.097,4.78,2.048,0.275,0.826,0.066,0.371,0.431,0.317,0.455,0.289,0.012,0.108,0.229,0.163,0.169,1.198,2.053,0.879,2.346,2.346,1.466,5.864,0
Positive_1040,4.474,6.04,0.671,6.04,4.251,2.908,5.369,4.712,6.361,0.707,0.251,0.761,0.136,0.322,0.389,0.362,0.387,0.285,0.025,0.204,0.244,0.17,0.195,0.895,2.968,0.33,2.968,2.089,1.429,2.638,1
Positive_181,3.345,5.244,1.718,4.882,3.436,6.962,8.318,3.07,4.813,1.577,0.295,0.777,0.137,0.316,0.386,0.402,0.378,0.255,0.02,0.223,0.235,0.157,0.199,0.271,2.748,0.9,2.558,1.8,3.648,4.359,1
Positive_1017,4.505,3.829,0.45,7.207,6.532,4.505,4.054,2.865,2.435,0.286,0.252,0.809,0.09,0.245,0.288,0.369,0.354,0.253,0.016,0.142,0.264,0.262,0.194,1.351,1.946,0.229,3.663,3.32,2.29,2.06,1
Positive_361,6.284,4.488,1.975,7.72,7.899,4.668,9.156,4.665,3.332,1.466,0.269,0.777,0.12,0.285,0.35,0.411,0.341,0.263,0.018,0.169,0.261,0.214,0.218,0.539,2.382,1.048,4.098,4.193,2.478,4.86,1
Positive_848,2.946,5.116,1.24,4.186,5.271,10.078,4.341,2.091,3.631,0.88,0.274,0.763,0.105,0.349,0.412,0.295,0.42,0.253,0.031,0.161,0.191,0.168,0.158,0.31,2.504,0.607,2.049,2.58,4.933,2.125,1
Negative_287,0.0,2.424,1.818,1.212,0.606,10.303,6.061,0.0,1.253,0.94,0.267,0.885,0.055,0.43,0.473,0.376,0.448,0.177,0.006,0.091,0.091,0.085,0.079,2.424,1.357,1.018,0.678,0.339,5.768,3.393,0
Negative_251,1.887,3.774,1.132,3.396,1.509,7.547,4.528,1.614,3.228,0.968,0.26,0.785,0.098,0.332,0.381,0.381,0.389,0.254,0.027,0.14,0.239,0.17,0.197,1.509,1.844,0.553,1.66,0.737,3.688,2.213,0
Positive_1176,4.795,8.219,1.37,4.795,4.11,4.795,6.164,5.175,8.871,1.479,0.267,0.747,0.185,0.288,0.384,0.384,0.363,0.241,0.028,0.262,0.241,0.152,0.166,4.11,4.361,0.727,2.544,2.181,2.544,3.271,1
Positive_754,3.876,4.651,0.775,4.651,4.264,6.202,7.364,5.073,6.088,1.014,0.291,0.764,0.136,0.287,0.341,0.395,0.353,0.268,0.039,0.195,0.261,0.253,0.206,1.163,2.348,0.391,2.348,2.152,3.131,3.717,1
Negative_144,3.804,3.804,3.261,2.174,1.087,10.326,5.435,3.182,3.182,2.728,0.245,0.826,0.114,0.326,0.397,0.435,0.37,0.268,0.005,0.148,0.208,0.186,0.175,1.087,2.101,1.802,1.201,0.601,5.704,3.003,0
Negative_304,3.077,7.692,3.077,1.538,4.615,13.846,6.154,3.762,9.403,3.762,0.277,0.769,0.092,0.415,0.523,0.231,0.431,0.312,0.016,0.109,0.219,0.125,0.219,4.615,3.72,1.488,0.744,2.232,6.697,2.976,0
Positive_589,3.909,3.498,3.498,4.527,6.79,4.938,6.379,3.384,3.029,3.029,0.28,0.753,0.128,0.267,0.337,0.387,0.331,0.272,0.025,0.194,0.278,0.198,0.241,0.412,1.813,1.813,2.347,3.52,2.56,3.307,1
Negative_1209,1.235,5.556,0.0,4.938,3.086,3.704,11.111,0.615,2.767,0.0,0.321,0.821,0.123,0.457,0.512,0.358,0.481,0.143,0.025,0.149,0.118,0.081,0.093,2.469,3.27,0.0,2.906,1.816,2.18,6.54,0
Negative_835,4.348,3.478,4.348,5.217,11.304,10.435,4.348,1.502,1.202,1.502,0.243,0.687,0.061,0.322,0.4,0.252,0.374,0.298,0.053,0.07,0.211,0.193,0.175,6.087,1.652,2.065,2.478,5.369,4.956,2.065,0
Positive_954,4.674,5.099,3.966,5.524,8.215,4.958,4.674,4.464,4.87,3.788,0.232,0.737,0.13,0.239,0.33,0.358,0.297,0.312,0.047,0.191,0.302,0.244,0.255,0.425,2.547,1.981,2.759,4.103,2.476,2.335,1
Positive_520,1.587,6.787,0.438,4.05,8.648,7.718,10.181,0.89,3.804,0.246,0.304,0.688,0.188,0.387,0.459,0.337,0.421,0.242,0.059,0.243,0.179,0.133,0.158,0.219,3.635,0.235,2.169,4.632,4.134,5.453,1
Negative_925,4.583,3.75,4.167,3.333,2.5,7.917,10.833,2.623,2.147,2.385,0.333,0.767,0.163,0.325,0.404,0.371,0.388,0.18,0.021,0.197,0.201,0.23,0.159,1.25,2.091,2.323,1.858,1.394,4.414,6.04,0
Negative_725,2.778,3.968,1.984,2.381,4.365,6.349,6.746,1.509,2.155,1.077,0.258,0.746,0.087,0.325,0.385,0.341,0.369,0.287,0.024,0.135,0.223,0.179,0.195,1.19,1.93,0.965,1.158,2.124,3.089,3.282,0
Negative_468,1.964,3.214,4.286,3.036,2.5,9.286,5.179,1.306,2.138,2.851,0.314,0.848,0.071,0.411,0.486,0.28,0.489,0.172,0.005,0.109,0.141,0.132,0.095,0.536,1.736,2.315,1.64,1.35,5.015,2.797,0
Positive_87,3.561,4.909,1.925,2.791,2.31,7.315,7.218,3.083,4.25,1.667,0.243,0.819,0.106,0.349,0.418,0.393,0.398,0.267,0.018,0.164,0.197,0.122,0.171,0.481,2.563,1.005,1.457,1.206,3.82,3.769,1
Positive_506,4.019,4.965,1.418,7.329,5.201,3.546,7.801,2.361,2.916,0.833,0.27,0.757,0.139,0.279,0.343,0.407,0.336,0.28,0.028,0.209,0.232,0.171,0.197,0.946,2.563,0.732,3.783,2.685,1.83,4.027,1
Positive_352,4.525,4.857,1.545,6.512,6.071,3.532,7.616,3.535,3.795,1.207,0.242,0.781,0.108,0.313,0.377,0.361,0.365,0.261,0.025,0.171,0.228,0.178,0.196,0.221,2.449,0.779,3.283,3.061,1.781,3.839,1
Positive_677,5.629,3.974,1.987,4.305,6.623,4.636,8.94,5.857,4.135,2.068,0.281,0.755,0.126,0.255,0.315,0.391,0.328,0.256,0.01,0.189,0.286,0.223,0.239,0.662,1.98,0.99,2.145,3.3,2.31,4.454,1
Positive_0,2.73,4.715,2.481,2.481,4.218,5.211,5.955,3.625,6.262,3.295,0.253,0.794,0.094,0.337,0.409,0.36,0.387,0.254,0.02,0.149,0.236,0.172,0.201,0.496,2.384,1.254,1.254,2.133,2.635,3.011,1
Positive_1196,3.846,2.308,2.051,6.154,3.846,3.59,13.59,1.979,1.188,1.055,0.305,0.851,0.054,0.315,0.359,0.354,0.379,0.152,0.018,0.085,0.162,0.185,0.134,0.513,1.215,1.079,3.239,2.024,1.889,7.152,1
Positive_986,3.918,5.97,1.679,5.41,5.597,4.664,7.836,3.36,5.12,1.44,0.261,0.744,0.147,0.28,0.356,0.397,0.33,0.279,0.024,0.202,0.277,0.189,0.236,0.373,3.065,0.862,2.777,2.873,2.394,4.022,1
Negative_1071,0.794,4.762,0.794,5.556,1.587,12.698,8.73,0.403,2.419,0.403,0.278,0.786,0.151,0.444,0.5,0.357,0.484,0.208,0.024,0.168,0.136,0.128,0.096,1.587,2.653,0.442,3.096,0.884,7.075,4.864,0
Negative_29,3.623,0.725,4.348,0.725,2.174,9.42,13.043,2.946,0.589,3.535,0.341,0.855,0.043,0.442,0.493,0.275,0.493,0.175,0.007,0.066,0.146,0.109,0.109,1.449,0.381,2.287,0.381,1.144,4.955,6.861,0
